Work_Center,Operation_Short,Activity,Opr_System_status,Earl_start_date,EarliestEndDate,Station_Code,Normal_duration,Norm_duratn_un,Well_Name,Field,Responsible_asset,Well_ID,Well_Location,Well_Function,Well_Category,PCAP_Category,Move_days,PDO_Well_Type
SWER130,W408-31166,W408,REL,2029-01-13,2029-02-18,QAL,36.099998474121094,DAY,TIBR_WI_UG_PH2_18,TIBR,NORTH,31166,TIBR_WI_UG_PH2_18,Water Injector,Development,Category IV,0,QTL34WIT
SWER130,W409-31167,W409,REL,2029-02-18,2029-03-19,QAL,29.399999618530273,DAY,TIBR_OP_UG_PH2_29,TIBR,NORTH,31167,TIBR_OP_UG_PH2_29,Oil Producer,Development,Category IV,0,QTL33FNT
SWER130,W410-31168,W410,REL,2029-03-19,2029-04-24,QAL,36.099998474121094,DAY,TIBR_WI_UG_PH2_20,TIBR,NORTH,31168,TIBR_WI_UG_PH2_20,Water Injector,Development,Category IV,0,QTL34WIT
SWERIG43,W412-31170,W412,REL,2029-08-17,2029-09-22,QAL,36.099998474121094,DAY,TIBR_WI_UG_PH2_22,TIBR,NORTH,31170,TIBR_WI_UG_PH2_22,Water Injector,Development,Category IV,0,QTL34WIT
SWERIG59,W416-31171,W416,REL,2027-09-18,2027-10-19,QAL,31.399999618530273,DAY,AG_SH_GOGD_OP4,AL GHUBAR,NORTH,31171,AG_SH_GOGD_OP4,Oil Producer,Development,Category IV,0,QTL33FNT
SWERIG59,W417-31172,W417,REL,2027-10-26,2027-11-27,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP5,AL GHUBAR,NORTH,31172,AG_SH_GOGD_OP5,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG59,W418-31173,W418,REL,2027-11-28,2027-12-30,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP6,AL GHUBAR,NORTH,31173,AG_SH_GOGD_OP6,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG59,W419-31174,W419,REL,2027-12-30,2028-01-31,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP7,AL GHUBAR,NORTH,31174,AG_SH_GOGD_OP7,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG59,W420-31175,W420,REL,2028-01-31,2028-03-03,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP8,AL GHUBAR,NORTH,31175,AG_SH_GOGD_OP8,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG59,W421-31176,W421,REL,2029-08-21,2029-09-23,QAL,33.0,DAY,AG-SH-APO3,AL GHUBAR,NORTH,31176,AG-SH-APO3,Aquifer Pump Off,Development,Category IV,0,QTL24ESSH
SWERIG59,W422-31177,W422,REL,2029-09-23,2029-10-26,QAL,33.0,DAY,AG-SH-APO4,AL GHUBAR,NORTH,31177,AG-SH-APO4,Aquifer Pump Off,Development,Category IV,0,QTL24ESSH
SWER175,W423-31178,W423,REL,2028-02-09,2028-02-22,QAL,13.699999809265137,DAY,AG-SH-WD1,AL GHUBAR,NORTH,31178,AG-SH-WD1,Water Disposal,Development,Category IV,0,Q9724ESBN
SWER175,W424-31179,W424,REL,2028-02-22,2028-03-07,QAL,13.699999809265137,DAY,AG-SH-WD2,AL GHUBAR,NORTH,31179,AG-SH-WD2,Water Disposal,Development,Category IV,0,Q9724ESBN
SWER175,W425-31180,W425,REL,2029-01-23,2029-02-07,QAL,15.300000190734863,DAY,AG-SH-WD3,AL GHUBAR,NORTH,31180,AG-SH-WD3,Water Disposal,Development,Category IV,0,Q9724ESBN
SWER146,W426-31181,W426,REL,2026-03-14,2026-04-09,QAS,26.5,DAY,HABUR-APO14,HABUR,NORTH,31181,HABUR-APO14,Aquifer Pump Off,Development,Category IV,0,QTL24EAPOHB
SWER146,W427-31182,W427,REL,2026-04-09,2026-05-06,QAS,26.5,DAY,HABUR-APO15,HABUR,NORTH,31182,HABUR-APO15,Aquifer Pump Off,Development,Category IV,0,QTL24EAPOHB
SWERIG44,W429-31183,W429,REL,2029-09-13,2029-10-17,QAL,34.0,DAY,AG_NA_OP1,AL GHUBAR,NORTH,31183,AG_NA_OP1,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W431-31184,W431,REL,2029-10-17,2029-11-20,QAL,34.0,DAY,AG_NA_OP2,AL GHUBAR,NORTH,31184,AG_NA_OP2,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W432-31185,W432,REL,2029-11-20,2029-12-24,QAL,34.0,DAY,AG_NA_OP3,AL GHUBAR,NORTH,31185,AG_NA_OP3,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W433-31186,W433,REL,2029-12-24,2030-01-27,QAL,34.0,DAY,AG_NA_OP4,AL GHUBAR,NORTH,31186,AG_NA_OP4,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W434-31187,W434,REL,2030-01-27,2030-03-02,QAL,34.0,DAY,AG_NA_OP5,AL GHUBAR,NORTH,31187,AG_NA_OP5,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W435-31188,W435,REL,2030-03-02,2030-04-05,QAL,34.0,DAY,AG_NA_OP6,AL GHUBAR,NORTH,31188,AG_NA_OP6,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W436-31189,W436,REL,2030-04-05,2030-05-09,QAL,34.0,DAY,AG_NA_OP7,AL GHUBAR,NORTH,31189,AG_NA_OP7,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W437-31190,W437,REL,2030-05-09,2030-06-12,QAL,34.0,DAY,AG_NA_OP8,AL GHUBAR,NORTH,31190,AG_NA_OP8,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W438-31191,W438,REL,2030-06-12,2030-07-16,QAL,34.0,DAY,AG_NA_OP9,AL GHUBAR,NORTH,31191,AG_NA_OP9,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W439-31192,W439,REL,2030-07-23,2030-08-26,QAL,34.0,DAY,AG_NA_OP10,AL GHUBAR,NORTH,31192,AG_NA_OP10,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W440-31193,W440,REL,2030-08-26,2030-09-29,QAL,34.0,DAY,AG_NA_OP11,AL GHUBAR,NORTH,31193,AG_NA_OP11,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W441-31194,W441,REL,2030-09-29,2030-11-02,QAL,34.0,DAY,AG_NA_OP12,AL GHUBAR,NORTH,31194,AG_NA_OP12,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W442-31195,W442,REL,2030-11-02,2030-12-06,QAL,34.0,DAY,AG_NA_OP13,AL GHUBAR,NORTH,31195,AG_NA_OP13,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W443-31196,W443,REL,2030-12-06,2031-01-09,QAL,34.0,DAY,AG_NA_OP14,AL GHUBAR,NORTH,31196,AG_NA_OP14,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG44,W444-31197,W444,REL,2031-01-09,2031-02-12,QAL,34.0,DAY,AG_NA_OP15,AL GHUBAR,NORTH,31197,AG_NA_OP15,Oil Producer,Development,Category IV,0,QTL23GSSH
SWER175,W449-31198,W449,REL,2027-11-01,2027-12-03,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP13,AL GHUBAR,NORTH,31198,AG_SH_GOGD_OP13,Oil Producer,Development,Category IV,0,QTL23GSSH
SWER175,W450-31199,W450,REL,2028-01-12,2028-02-08,QAL,27.899999618530273,DAY,AG-SH-GI1,AL GHUBAR,NORTH,31199,AG-SH-GI1,Gas Injector,Development,Category IV,0,QTL24IS
SWERIG59,W451-31200,W451,REL,2028-04-05,2028-05-03,QAL,27.899999618530273,DAY,AG-SH-GI2,AL GHUBAR,NORTH,31200,AG-SH-GI2,Gas Injector,Development,Category IV,0,QTL24IS
SWER175,W452-31201,W452,REL,2027-04-21,2027-05-23,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP1,AL GHUBAR,NORTH,31201,AG_SH_GOGD_OP1,Oil Producer,Development,Category IV,0,QTL23GSSH
SWER175,W453-31202,W453,REL,2027-05-24,2027-06-25,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP2,AL GHUBAR,NORTH,31202,AG_SH_GOGD_OP2,Oil Producer,Development,Category IV,0,QTL23GSSH
SWER175,W454-31203,W454,REL,2027-06-25,2027-07-27,QAL,32.29999923706055,DAY,AG_SH_GOGD_OP3,AL GHUBAR,NORTH,31203,AG_SH_GOGD_OP3,Oil Producer,Development,Category IV,0,QTL23GSSH
SWERIG59,W455-31204,W455,REL,2029-07-19,2029-08-21,QAL,33.0,DAY,AG-SH-APO1,AL GHUBAR,NORTH,31204,AG-SH-APO1,Aquifer Pump Off,Development,Category IV,0,QTL24ESSH
SWER175,W456-31205,W456,REL,2029-02-07,2029-03-11,QAL,32.29999923706055,DAY,AG-SH-APO2,AL GHUBAR,NORTH,31205,AG-SH-APO2,Aquifer Pump Off,Development,Category IV,0,QTL24ESSH
SWERIG59,W457-31206,W457,REL,2029-05-23,2029-06-20,QAL,28.5,DAY,AG-SH-OBS1,AL GHUBAR,NORTH,31206,AG-SH-OBS1,Observation,Development,Category IV,0,QTL23OBS
SWER101,V983-31209,V983,REL,2027-05-13,2027-05-26,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP2,AL BURJ,SOUTH,31209,ALBRG_1902240002_OP2,Oil Producer,Development,Category IV,0,N9423RDABW
SWER149,W488-31210,W488,REL,2026-04-20,2026-04-24,SSFDP,4.5,DAY,RKDS_2026_WI_LOC7,RAKID SOUTH,SOUTH,31210,RKDS_2026_WI_LOC7,Water Injector,Development,Category IV,0,NP9724WIVABH
SWER101,V990-31212,V990,REL,2026-08-16,2026-08-30,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI7,AL BURJ,SOUTH,31212,ALBRG_1405250004_WI7,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V989-31213,V989,REL,2028-08-11,2028-08-24,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP8,AL BURJ,SOUTH,31213,ALBRG_1902240002_OP8,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V988-31214,V988,REL,2028-07-29,2028-08-11,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP7,AL BURJ,SOUTH,31214,ALBRG_1902240002_OP7,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V987-31215,V987,REL,2028-07-16,2028-07-29,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP6,AL BURJ,SOUTH,31215,ALBRG_1902240002_OP6,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V984-31216,V984,REL,2027-05-26,2027-06-08,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP3,AL BURJ,SOUTH,31216,ALBRG_1902240002_OP3,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V982-31217,V982,REL,2028-04-04,2028-04-17,NIM,13.399999618530273,DAY,ALBRG_1902240002_WI5,AL BURJ,SOUTH,31217,ALBRG_1902240002_WI5,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V985-31218,V985,REL,2028-06-21,2028-07-03,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP4,AL BURJ,SOUTH,31218,ALBRG_1902240002_OP4,Oil Producer,Development,Category IV,0,N9423RDABW
SWER142,W521-31233,W521,REL,2026-12-20,2027-01-13,RIM,24.5,DAY,HQ_102220010_WI_01,HAWQA,SOUTH,31233,HQ_102220010_WI_01,Water Injector,Development,Category IV,0,B9733WIZDN
SWER101,V943-31238,V943,REL,2029-04-12,2029-04-24,NIM,12.800000190734863,DAY,ALBRG_1902240002_OP13,AL BURJ,SOUTH,31238,ALBRG_1902240002_OP13,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V950-31242,V950,REL,2026-07-21,2026-08-03,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI5,AL BURJ,SOUTH,31242,ALBRG_1405250004_WI5,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V954-31243,V954,REL,2026-02-20,2026-03-05,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI3,AL BURJ,SOUTH,31243,ALBRG_1405250004_WI3,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V955-31244,V955,REL,2028-05-01,2028-05-14,NIM,13.399999618530273,DAY,ALBRG_6375914_WI12,AL BURJ,SOUTH,31244,ALBRG_6375914_WI12,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V957-31245,V957,REL,2027-01-20,2027-02-03,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI14,AL BURJ,SOUTH,31245,ALBRG_1405250004_WI14,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V960-31247,V960,REL,2026-06-13,2026-06-25,NIM,12.600000381469727,DAY,ALBRG_1405250004_OP6,AL BURJ,SOUTH,31247,ALBRG_1405250004_OP6,Oil Producer,Development,Category IV,0,N9423RDABW
SWER142,W540-31252,W540,REL,2026-08-14,2026-08-28,RIM,13.5,DAY,NFR_1481847_OP_07,NAFOORAH,SOUTH,31252,NFR_1481847_OP_07,Oil Producer,Development,Category IV,0,B9723PCV
SWER103,W016-31263,W016,REL,2027-09-17,2027-09-27,NIM,10.0,DAY,AMIN_3946610_OP16,AMIN,SOUTH,31263,AMIN_3946610_OP16,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W020-31267,W020,REL,2026-12-25,2027-01-03,NIM,9.5,DAY,AMIN_3946610_OP20,AMIN,SOUTH,31267,AMIN_3946610_OP20,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W022-31268,W022,REL,2027-01-04,2027-01-13,NIM,9.5,DAY,AMIN_3946610_OP22,AMIN,SOUTH,31268,AMIN_3946610_OP22,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER142,W563-31275,W563,REL,2027-07-21,2027-08-05,RIM,14.699999809265137,DAY,RM_799576_POLY_INJ_11,RIMA,SOUTH,31275,RM_799576_POLY_INJ_11,,,Category IV,0,B9424TFTHPO
SWERIG95,W566-31278,W566,REL,2032-09-01,2032-09-14,RIM,13.600000381469727,DAY,ZF_104240001_OP_REPL_ZF006,ZAREEF,SOUTH,31278,ZF_104240001_OP_REPL_ZF006,Oil Producer,Development,Category IV,0,B9723ESV
SWER140,W572-31280,W572,REL,2028-10-24,2028-11-13,USP,19.700000762939453,DAY,LF-USC-OP-P4-56,LEKHWAIR-INTRA,NORTH,31280,LF-USC-OP-P4-56,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,W573-31281,W573,REL,2028-10-05,2028-10-24,USP,18.899999618530273,DAY,LF-USC-WI-P4-53,LEKHWAIR-INTRA,NORTH,31281,LF-USC-WI-P4-53,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER140,W587-31295,W587,REL,2026-12-29,2027-01-17,USP,18.899999618530273,DAY,DM-USCC-P2-OP-02,LEKHWAIR,NORTH,31295,DM-USCC-P2-OP-02,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,W588-31296,W588,REL,2027-01-17,2027-02-04,USP,18.0,DAY,DM-USCC-P2-WI-02,LEKHWAIR,NORTH,31296,DM-USCC-P2-WI-02,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER140,W590-31298,W590,REL,2027-02-04,2027-02-22,USP,18.0,DAY,DM-USCC-P2-WI-03,LEKHWAIR,NORTH,31298,DM-USCC-P2-WI-03,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER140,W591-31299,W591,REL,2027-02-22,2027-03-13,USP,18.899999618530273,DAY,DM-USCC-P2-OP-04,LEKHWAIR,NORTH,31299,DM-USCC-P2-OP-04,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,AM33-31302,AM33,REL,2026-12-11,2026-12-29,USP,18.0,DAY,DM-USCC-P4-WI-02,LEKHWAIR,NORTH,31302,DM-USCC-P4-WI-02,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWER140,AM32-31303,AM32,REL,2026-05-02,2026-05-20,USP,18.899999618530273,DAY,DM-USCC-P4-OP-03,LEKHWAIR,NORTH,31303,DM-USCC-P4-OP-03,Oil Producer,Development,Category IV,0,LTL23ESUSHN
SWER140,W596-31304,W596,REL,2026-04-14,2026-05-01,USP,18.0,DAY,DM-USCC-P4-WI-03,LEKHWAIR,NORTH,31304,DM-USCC-P4-WI-03,Water Injector,Development,Category IV,0,LTL23WIUSHN
SWERIG99,W598-31306,W598,REL,2028-07-27,2028-08-16,LEK,20.899999618530273,DAY,MLN-CLINOFORM A_1-OP,MALAAN,NORTH,31306,MLN-CLINOFORM A_1-OP,Oil Producer,Development,Category IV,0,LTL23ESUS
SWERIG99,W607-31315,W607,REL,2029-04-08,2029-05-17,LEK,39.0,DAY,LE-LS-OP-13_14,LEKHWAIR-EAST,NORTH,31315,LE-LS-OP-13_14,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,W608-31316,W608,REL,2028-10-17,2028-11-25,LEK,39.0,DAY,LE-LS-OP-03_04,LEKHWAIR-EAST,NORTH,31316,LE-LS-OP-03_04,Oil Producer,Development,Category IV,0,LTL23ESDH
SWER115,W609-31317,W609,REL,2044-07-05,2044-08-13,LEK,39.0,DAY,LE-LS-OP-01_02,LEKHWAIR-EAST,NORTH,31317,LE-LS-OP-01_02,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG99,X358-31318,X358,REL,2031-01-30,2031-03-10,LEK,39.0,DAY,LE-LS-OP-25_26,LEKHWAIR-EAST,NORTH,31318,LE-LS-OP-25_26,Oil Producer,Development,Category IV,0,LTL23ESDH
SWERIG98,W623-31327,W623,REL,2031-09-18,2031-10-28,XES,40.79999923706055,DAY,SHUAIBA TRUNCATION,SHUAIBA TRUNCATION,EXPLORATION,31327,SHUAIBA TRUNCATION,Oil Producer,Exploration,Category III,0,ETL23ESPH
SWERIG98,W624-31328,W624,REL,2034-06-11,2034-06-29,XES,18.700000762939453,DAY,MADIHA W APP-1,MADIHA WEST,EXPLORATION,31328,MADIHA W,Oil Producer,Exploration,Category IV,0,E9723ES
SWERIG98,W625-31329,W625,REL,2032-02-29,2032-03-19,XES,18.700000762939453,DAY,GHUFOS SOUTH,GHUFOS SOUTH,EXPLORATION,31329,GHUFOS S,Oil Producer,Exploration,Category IV,0,E9723ES
SWER101,V962-31337,V962,REL,2026-06-25,2026-07-08,NIM,12.600000381469727,DAY,ALBRG_1405250004_OP7,AL BURJ,SOUTH,31337,ALBRG_1405250004_OP7,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V963-31338,V963,REL,2026-07-08,2026-07-20,NIM,12.600000381469727,DAY,ALBRG_1405250004_OP8,AL BURJ,SOUTH,31338,ALBRG_1405250004_OP8,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V964-31339,V964,REL,2026-04-11,2026-04-23,NIM,12.600000381469727,DAY,ALBRG_1405250004_OP1,AL BURJ,SOUTH,31339,ALBRG_1405250004_OP1,Oil Producer,Development,Category IV,0,N9423RDABW
SWER101,V965-31340,V965,REL,2026-03-05,2026-03-19,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI4,AL BURJ,SOUTH,31340,ALBRG_1405250004_WI4,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V979-31342,V979,REL,2027-02-03,2027-02-16,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI15,AL BURJ,SOUTH,31342,ALBRG_1405250004_WI15,Water Injector,Development,Category IV,0,N9724WIVAB
SWER101,V975-31343,V975,REL,2026-08-30,2026-09-12,NIM,13.399999618530273,DAY,ALBRG_1405250004_WI8,AL BURJ,SOUTH,31343,ALBRG_1405250004_WI8,Water Injector,Development,Category IV,0,N9724WIVAB
SWER134,W663-31347,W663,REL,2031-09-16,2031-12-27,XEG,102.4000015258789,DAY,AL GHUBAR DEEP/NORTH,EXPLORATION,EXPLORATION,31347,AL GHUBAR DEEP/NORTH,Gas Producer,Exploration,Category III,0,EE984CM4
SWERIG97,U048-31372,U048,MCNF PCNF REL,2026-01-19,2026-02-08,RIM,21.0,DAY,HAWQA-113,HAWQA,SOUTH,31372,HQ_1302200001_OP_05,Oil Producer,Development,Category IV,0,BTL34ESFV
SWERIGL3,U049-31373,U049,REL,2027-05-19,2027-06-10,RIM,22.200000762939453,DAY,HQ_1302200001_OP_06,HAWQA,SOUTH,31373,HQ_1302200001_OP_06,Oil Producer,Development,Category IV,0,BTL34ESFV
SWER102,W047-31377,W047,REL,2026-02-02,2026-02-11,NIM,9.5,DAY,AMIN_1673188_OP22,AMIN,SOUTH,31377,AMIN_1673188_OP22,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W051-31381,W051,REL,2026-12-06,2026-12-15,NIM,9.5,DAY,AMIN_1409230014_OP3,AMIN,SOUTH,31381,AMIN_1409230014_OP3,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W053-31382,W053,REL,2026-02-26,2026-03-07,NIM,9.5,DAY,AMIN_25869179_OP6,AMIN,SOUTH,31382,AMIN_25869179_OP6,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W054-31383,W054,REL,2027-10-06,2027-10-16,NIM,10.0,DAY,AMIN_25869179_OP7,AMIN,SOUTH,31383,AMIN_25869179_OP7,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W056-31384,W056,REL,2026-10-29,2026-11-07,NIM,9.5,DAY,AMIN_1673188_OP29,AMIN,SOUTH,31384,AMIN_1673188_OP29,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W057-31385,W057,REL,2027-01-13,2027-01-22,NIM,9.5,DAY,AMIN_1673188_OP30,AMIN,SOUTH,31385,AMIN_1673188_OP30,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER104,W068-31391,W068,REL,2027-12-20,2027-12-30,NIM,10.0,DAY,AMIN_1409230014_OP6,AMIN,SOUTH,31391,AMIN_1409230014_OP6,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER104,W072-31393,W072,REL,2027-12-01,2027-12-10,NIM,10.0,DAY,AMIN_1673188_OP18,AMIN,SOUTH,31393,AMIN_1673188_OP18,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER104,W074-31394,W074,REL,2027-11-21,2027-11-30,NIM,10.0,DAY,AMIN_1409230014_OP5,AMIN,SOUTH,31394,AMIN_1409230014_OP5,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W075-31395,W075,REL,2027-10-16,2027-10-26,NIM,9.5,DAY,AMIN_1409230014_OP4,AMIN,SOUTH,31395,AMIN_1409230014_OP4,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER103,W076-31396,W076,REL,2027-10-26,2027-11-05,NIM,10.0,DAY,AMIN_1804240002_OP1,AMIN,SOUTH,31396,AMIN_1804240002_OP1,Oil Producer,Development,Category IV,0,N9423ESHW3
SWER102,W111-31423,W111,REL,2026-11-05,2026-11-16,NIM,11.199999809265137,DAY,NIMRB_1609220011_OP1,NIMR,SOUTH,31423,NIMRB_1609220011_OP1,Oil Producer,Development,Category IV,0,N9423PCH2
SWER102,W115-31425,W115,REL,2026-10-14,2026-10-25,NIM,11.199999809265137,DAY,NIMRB_1609220001_OP3,NIMR,SOUTH,31425,NIMRB_1609220001_OP3,Oil Producer,Development,Category IV,0,N9423PCH2
SWER104,W117-31426,W117,REL,2027-03-13,2027-03-25,NIM,11.199999809265137,DAY,NIMRB_1609220011_OP2,NIMR,SOUTH,31426,NIMRB_1609220011_OP2,Oil Producer,Development,Category IV,0,N9423PCH2
SWER104,W118-31427,W118,REL,2027-03-25,2027-04-05,NIM,11.5,DAY,NIMRB_1609240004_OP7,NIMR,SOUTH,31427,NIMRB_1609240004_OP7,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER104,W119-31428,W119,REL,2027-03-02,2027-03-13,NIM,11.199999809265137,DAY,NIMRB_1609220009_OP2,NIMR,SOUTH,31428,NIMRB_1609220009_OP2,Oil Producer,Development,Category IV,0,N9423PCH2
SWER103,W123-31429,W123,REL,2028-01-02,2028-01-12,NIM,10.300000190734863,DAY,NIMRC_1909200003_OP5,NIMR,SOUTH,31429,NIMRC_1909200003_OP5,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER101,W149-31443,W149,REL,2030-09-02,2030-09-15,NIM,12.899999618530273,DAY,NIMRA_6515636_P28,NIMR,SOUTH,31443,NIMRA_6515636_P28,Polymer Injector,Development,Category IV,0,N9424PIH
SWER102,W179-31463,W179,REL,2028-04-18,2028-04-30,NIM,12.699999809265137,DAY,NIMRC_1909200001_OP4,NIMR,SOUTH,31463,NIMRC_1909200001_OP4,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER102,W186-31466,W186,REL,2030-04-10,2030-04-21,NIM,10.300000190734863,DAY,NIMRC_1909200003_OP18,NIMR,SOUTH,31466,NIMRC_1909200003_OP18,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER102,W188-31467,W188,REL,2030-04-21,2030-05-01,NIM,10.300000190734863,DAY,NIMRC_1909200003_OP19,NIMR,SOUTH,31467,NIMRC_1909200003_OP19,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER103,W204-31478,W204,REL,2026-10-01,2026-10-09,NIM,8.0,DAY,NME_E1_2_PI_2109220030,NIMR,SOUTH,31478,NME_E1_2_PI_2109220030,Polymer Injector,Development,Category IV,0,N9424PIH
SWERIG75,V661-31486,V661,REL,2030-04-17,2030-07-05,GSN,79.0,DAY,BRNW EXT 6,BURHAAN,GAS,31486,BRNW EXT 6,Gas Producer,Development,Category III,0,GTL64FCBSLIMSMO
SWER103,AF71-31489,AF71,REL,2026-09-23,2026-10-01,NIM,8.0,DAY,NME_E1_14_PI_2109220030,NIMR,SOUTH,31489,NME_E1_14_PI_2109220030,Polymer Injector,Development,Category IV,0,N9424PIH
SWER104,W224-31491,W224,MCNF PCNF REL,2026-01-27,2026-02-12,NIM,16.100000381469727,DAY,NIMR-1691,NIMR,SOUTH,31491,NIMRC_2309210065_OP1,Oil Producer,Development,Category IV,0,N9423BPHW2
SWER102,W225-31492,W225,REL,2027-10-30,2027-11-12,NIM,12.899999618530273,DAY,NIMRC_2309210065_OP2,NIMR,SOUTH,31492,NIMRC_2309210065_OP2,Oil Producer,Development,Category IV,0,N9423BPHW2
SWER102,W227-31494,W227,REL,2028-04-30,2028-05-13,NIM,12.699999809265137,DAY,NIMRC_1909200001_OP5,NIMR,SOUTH,31494,NIMRC_1909200001_OP5,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER102,W228-31495,W228,REL,2029-05-05,2029-05-17,NIM,12.100000381469727,DAY,NIMRC_1909200001_OP6,NIMR,SOUTH,31495,NIMRC_1909200001_OP6,Oil Producer,Development,Category IV,0,N9423BPHW2
SWER102,W231-31496,W231,REL,2030-05-01,2030-05-11,NIM,10.300000190734863,DAY,NIMRC_1909200003_OP20,NIMR,SOUTH,31496,NIMRC_1909200003_OP20,Oil Producer,Development,Category IV,0,N9423PCHW2
SWER104,W255-31509,W255,REL,2030-05-26,2030-06-08,NIM,12.899999618530273,DAY,NIMRA_6515636_P6,NIMR,SOUTH,31509,NIMRA_6515636_P6,Polymer Injector,Development,Category IV,0,N9424PIH
SWER104,W256-31510,W256,REL,2030-06-08,2030-06-21,NIM,12.899999618530273,DAY,NIMRA_6515636_P7,NIMR,SOUTH,31510,NIMRA_6515636_P7,Polymer Injector,Development,Category IV,0,N9424PIH
SWER104,W257-31511,W257,REL,2030-03-23,2030-04-04,NIM,12.899999618530273,DAY,NIMRA_6515636_P1,NIMR,SOUTH,31511,NIMRA_6515636_P1,Polymer Injector,Development,Category IV,0,N9424PIH
